epoch,step,test/hm_loss,test/loss,test/mAP_50,test/mAP_50-95,test/mAP_75,test/offset_loss,test/wh_loss
0,0,0.05323176085948944,0.11501601338386536,0.9895153641700745,0.9672507643699646,0.9894651770591736,0.025637635961174965,0.3614664375782013
